text,label
the owner who runs the front desk and they do n't care about their customers . <eos>,Present
it is a great place to sit and the staff is friendly . <eos>,Present
they have a great selection of wine selection . <eos>,Present
the prices are reasonable for what you get a great deal . <eos>,Present
they also have the best deals here . <eos>,Present
it ' s a good thing to watch . <eos>,Present
the food is always great and the service is always great . <eos>,Present
it is a very good . <eos>,Present
they have a great selection of jewelry . <eos>,Present
the staff here are always friendly . <eos>,Present
the service is always great and the atmosphere is great . <eos>,Present
"the prices are not worth the money , but worth the trip . <eos>",Present
i do n't even deserve this place again . <eos>,Present
i ' ve always had a lot . <eos>,Present
the food here is always fresh and delicious . <eos>,Present
the chicken is very good too . <eos>,Present
i am a great experience with this place to anyone in vegas . <eos>,Present
"i love the food , but it is very good . <eos>",Present
and the service is always great too . <eos>,Present
there is always a great selection of beers and beverages . <eos>,Present
the food is always fresh and very tasty . <eos>,Present
they have a good selection of the menu items and you can tell . <eos>,Present
it is a good place to hang up watch . <eos>,Present
it ' s a great place . <eos>,Present
it is always clean and the staff is friendly . <eos>,Present
the staff is always friendly and willing to help you . <eos>,Present
they are always very nice . <eos>,Present
i love the fact of the best part of the city . <eos>,Present
this is a great place to watch sporting events . <eos>,Present
the manager is not a great job and they do n't . <eos>,Present
it ' s a great place to hang and watch sporting events and great people . <eos>,Present
the staff is always friendly and the food is always great . <eos>,Present
i wish i could give this place . <eos>,Present
this is the worst place i have ever . <eos>,Present
i am a fan of this place and i will definitely be back . <eos>,Present
the food and service are always great too . <eos>,Present
if you are looking for the food is good . <eos>,Present
i love the fact that ' s the best in the valley . <eos>,Present
he knows what i am not ever to this place is a complete joke . <eos>,Present
they are always very nice . <eos>,Present
they are always very nice and eager to help . <eos>,Present
i love the chicken sandwich . <eos>,Present
the staff is very friendly too . <eos>,Present
prices are very reasonable . <eos>,Present
great service and the owner has a great selection of a great selection . <eos>,Present
"the food , the service is always good , and the food is great . <eos>",Present
they do n't even get the chips salsa salsa or salsa . <eos>,Present
i have been here several times and they are always great . <eos>,Present
the food is always very good . <eos>,Present
the best part of the food is the best thing . <eos>,Present
i highly recommend this place if you are in vegas . <eos>,Present
this place has a great customer service and great service . <eos>,Present
this place is awesome ! <eos>,Present
i recommend this place to anyone who enjoys your business elsewhere . <eos>,Present
this is the best ! <eos>,Present
these guys are always nice and i always enjoy their jobs . <eos>,Present
"if you are looking for a regular , this is a great place to eat . <eos>",Present
i guess this place is a good place to eat in the valley . <eos>,Present
_num_ % of _num_ % of the best i have had . <eos>,Present
thank you so ! <eos>,Present
the only reason i have been here for _num_ years and now . <eos>,Present
they make the food and the service is great . <eos>,Present
the wait is always nice . <eos>,Present
this is a great place to go for lunch dinner . <eos>,Present
this place is a great place to hang up for lunch munchies . <eos>,Present
this place is a great place . <eos>,Present
this place has been a lot of the same of the strip . <eos>,Present
i love this place . <eos>,Present
it is a great place . <eos>,Present
the service is always great . <eos>,Present
i recommend this place to anyone . <eos>,Present
i really hate it . <eos>,Present
the place is clean and worth it . <eos>,Present
there are plenty of options for the best part of the food . <eos>,Present
this is not a good place to hang up to watch the food . <eos>,Present
i highly recommend it . <eos>,Present
the service is horrible . <eos>,Present
the food is always good and the portions are generous generous . <eos>,Present
it is a great place to eat in the middle of town . <eos>,Present
i am a fan fan . <eos>,Present
"the food is always good , but the service is always good . <eos>",Present
the food is always good and the service is always good . <eos>,Present
all the staff are always very friendly . <eos>,Present
the service is always great and very attentive . <eos>,Present
food is always good . <eos>,Present
"the food , the service is always good and the prices are reasonable . <eos>",Present
it has a great atmosphere . <eos>,Present
this is the worst place i have ever had . <eos>,Present
they have a good selection of beers and the prices . <eos>,Present
they have a good selection of beers and the food is amazing . <eos>,Present
"when you get the food , the service is always good . <eos>",Present
"it is n't good , but it ' s worth it . <eos>",Present
the staff are always friendly and helpful and the staff is always helpful . <eos>,Present
i am very pleased with the service and the service is great . <eos>,Present
but it ' s not worth the wait . <eos>,Present
the best part of the food is amazing ! <eos>,Present
so i am not going back to the manager to call me again . <eos>,Present
"if you want to give them , i will definitely be back to this place . <eos>",Present
the ` ` ` chinese food i have had been in my life . <eos>,Present
the food is just ok . <eos>,Present
everyone here is awesome ! <eos>,Present
they are always great and the food is great . <eos>,Present
the rest of the food is always good and the service is great . <eos>,Present
the prices are comparable for a fair price . <eos>,Present
this is one of my favorite places in vegas . <eos>,Present
i love the food and it ' s always good . <eos>,Present
service is always great . <eos>,Present
it ' s a great place to hang up for lunch . <eos>,Present
it is very clean and the staff is very friendly . <eos>,Present
i love the fact of the best pizzas i have ever had . <eos>,Present
the people who work there are very nice . <eos>,Present
the owner and the staff is very nice too . <eos>,Present
dr . roberts is a great job with her . <eos>,Present
the staff is very nice and does n't even know . <eos>,Present
the food is amazing ! <eos>,Present
i love this place and highly recommend . <eos>,Present
we have been here for years and always leave . <eos>,Present
"i love this place , but it ' s always very nice . <eos>",Present
the people are always so nice and i love it . <eos>,Present
"they are not very busy , but they are busy . <eos>",Present
it is a great place to hang up for the food . <eos>,Present
i am not going back here . <eos>,Present
the food is always great and the service is great . <eos>,Present
"i do n't know how the food is good , but not worth it . <eos>",Present
love the chicken and the chicken is delicious . <eos>,Present
the food is great . <eos>,Present
prices are great too . <eos>,Present
these guys are always friendly and helpful and willing to help . <eos>,Present
the manager and his team are rude rude . <eos>,Present
i love this place and will be back ! <eos>,Present
she is a sweetheart ! <eos>,Present
the food is always good . <eos>,Present
i highly recommend this place to anyone who enjoys their customer service . <eos>,Present
it is very clean and very clean . <eos>,Present
they have a great customer service . <eos>,Present
the customer service here is always great . <eos>,Present
this is a great place to hang up and the food is great . <eos>,Present
salsa is really good . <eos>,Present
i guess it ' s a must to eat here for the day . <eos>,Present
the food is always fresh and tasty . <eos>,Present
i love this place . <eos>,Present
the food is n't even worth it if you want to pay for . <eos>,Present
and the chicken is a bit pricey but it ' s worth the trip . <eos>,Present
i am very disappointed . <eos>,Present
they do n't even deserve what they do n't have a problem . <eos>,Present
they also have the nicest staff is very helpful . <eos>,Present
always the service is always fast and friendly . <eos>,Present
service is always great and the food is great . <eos>,Present
"prices are reasonable , but the food is n't worth the wait . <eos>",Present
this is a great place to hang up with friends . <eos>,Present
"_num_ minutes later , i am not greeted by the manager to anyone . <eos>",Present
"all of the food is great , especially the service is great . <eos>",Present
i love this place and they are amazing . <eos>,Present
"he is not a great job , and i will never return . <eos>",Present
the food is great . <eos>,Present
"but the food is always good , the service is always good . <eos>",Present
the prices are very reasonable too . <eos>,Present
"very unprofessional , management , management does n't care about patients . <eos>",Present
the people here are always friendly and the food is always great too . <eos>,Present
but they are not worth the wait for the wait . <eos>,Present
it is a great place . <eos>,Present
the food and service are always good and fast . <eos>,Present
they have the best selection of the food and service is good . <eos>,Present
this place has a great selection of food and the prices . <eos>,Present
the food is always great and the service is always great . <eos>,Present
prices are very reasonable . <eos>,Present
they also have a good selection . <eos>,Present
it ' s a great place to hang up and the food . <eos>,Present
i have been here several times and always have great service . <eos>,Present
it ' s a great place to eat . <eos>,Present
i really enjoy their food . <eos>,Present
service is great . <eos>,Present
"the food is ok , but not very good . <eos>",Present
the service is great . <eos>,Present
service is always good and very friendly . <eos>,Present
"love the food , love the atmosphere is great ! <eos>",Present
i will continue to stay here again again and will continue to return . <eos>,Present
the service is always been great . <eos>,Present
but this place is very very clean . <eos>,Present
the best part of the place is . <eos>,Present
they ' re always fresh and have a good variety of other dishes . <eos>,Present
food is always top notch . <eos>,Present
i have never had the best egg rolls . <eos>,Present
i love the fact of the best places in town . <eos>,Present
the place is a joke to be a rip off off . <eos>,Present
this is a great place . <eos>,Present
salsa is very good . <eos>,Present
i highly recommend this place to anyone who needs needs . <eos>,Present
the only thing i have had been very disappointed . <eos>,Present
this place is really good . <eos>,Present
they have a _num_ % of _num_ % of the money to pay attention . <eos>,Present
the food is n't worth the wait but they do n't even deserve . <eos>,Present
it is n't worth it . <eos>,Present
my family and i love this place and the staff . <eos>,Present
i always get a great job with a smile and great job . <eos>,Present
the staff here are always friendly and helpful . <eos>,Present
"the prices are n't worth the money , but i will be back . <eos>",Present
"the food is always good , but the service is terrible . <eos>",Present
it ' s a great place to hang up watch . <eos>,Present
it is a complete joke . <eos>,Present
they have a good selection of beers and they are very good . <eos>,Present
i really enjoy this place and the food is great . <eos>,Present
the customer service is the best part of the best part of the area . <eos>,Present
"love the food , love this place . <eos>",Present
i have been _num_ years _num_ years and they have the best . <eos>,Present
this is a great place to eat . <eos>,Present
"prices are reasonable , especially considering the food is always great . <eos>",Present
the food is always great and the service is great . <eos>,Present
and the staff is always very friendly and helpful and helpful . <eos>,Present
i highly recommend this place to anyone who needs . <eos>,Present
the service was great . <eos>,Past
they were very nice and i felt like a great job . <eos>,Past
"the service , the food was not very good at all and prices . <eos>",Past
the last time i went here and had a great experience . <eos>,Past
the food came out of the _num_ minutes and we were seated in . <eos>,Past
they were very nice . <eos>,Past
the food was very good . <eos>,Past
i paid $ _num_ for a tip change . <eos>,Past
the lady who helped me out . <eos>,Past
it was delicious . <eos>,Past
this place was the best in the valley . <eos>,Past
"the food was good , i was the best of the best . <eos>",Past
the food was n't worth the wait . <eos>,Past
i called the manager and they were told me the manager and the manager . <eos>,Past
the staff was n't very friendly and i would recommend them to anyone else . <eos>,Past
"food was good , the service was very good , the food was good . <eos>",Past
loved the food and i loved it ! <eos>,Past
i got the chicken and it was delicious . <eos>,Past
the fries were soggy and tasteless . <eos>,Past
it was absolutely amazing ! <eos>,Past
i had a great time here and will continue again . <eos>,Past
the food here was great ! <eos>,Past
the manager was very rude and condescending . <eos>,Past
it was a good experience at all . <eos>,Past
i was n't expecting the same of the food i ordered . <eos>,Past
"they were very tasty and the service was great , and very tasty . <eos>",Past
the food was amazing ! <eos>,Past
had a great experience here and i ' m pleased with the service and service . <eos>,Past
i loved this place ! <eos>,Past
we were very pleased with our food and service . <eos>,Past
they told me they did n't even acknowledge me . <eos>,Past
"the food was great , i ' ve had a lot of better experiences here . <eos>",Past
they were the best part of the food . <eos>,Past
the chicken was the best part of the best ever . <eos>,Past
it was a little pricey but it was worth the wait time . <eos>,Past
"i ordered the chicken , i ordered the chicken parm , loved it . <eos>",Past
they were very friendly and helpful with the food and service was great . <eos>,Past
i went to pick up and the manager was not very impressed . <eos>,Past
this place was worth it . <eos>,Past
these guys were very nice and eager to help . <eos>,Past
the workers were rude and condescending . <eos>,Past
"the service was great , and the food was great . <eos>",Past
my husband and i went here and the staff was very friendly and helpful . <eos>,Past
the chicken was not cooked properly cooked properly seasoned . <eos>,Past
this place was a complete joke disappointment . <eos>,Past
the service was excellent . <eos>,Past
the service was great . <eos>,Past
"the staff was very friendly and helpful , and they were very helpful . <eos>",Past
it was great ! <eos>,Past
my family and i had a great time . <eos>,Past
"when i walked in the door , i was robbed . <eos>",Past
"the food was $ _num_ , and the price was n't worth it . <eos>",Past
there were _num_ minutes to get our order and we were seated promptly . <eos>,Past
"both were very nice and helpful , and very helpful and helpful . <eos>",Past
they were very good too . <eos>,Past
the food was n't very good . <eos>,Past
"it was n't a good job , but i was n't impressed with either . <eos>",Past
but the service was horrible . <eos>,Past
"i ordered the chicken parm , which was n't worth it . <eos>",Past
there was no one of us to greet us again . <eos>,Past
had the best burger i ' ve ever had . <eos>,Past
"i had the chicken parm , which was very tasty and tasty . <eos>",Past
this place was the worst i ' ve ever had . <eos>,Past
loved the atmosphere here . <eos>,Past
the only thing i had was a good thing . <eos>,Past
i was told him he was n't that i would have a bad attitude . <eos>,Past
we had a great experience at findlay . <eos>,Past
i had the best burger i ' ve had in a long time . <eos>,Past
went to pick up and had a great time . <eos>,Past
they were very nice and gave us a great deal . <eos>,Past
and it was just ok . <eos>,Past
i went to the first time and they were disappointed . <eos>,Past
"this was the first time , and the service was very friendly and helpful . <eos>",Past
"the food was good , but the service was terrible . <eos>",Past
the rest of the staff was very nice too . <eos>,Past
"the food was good , but the service was terrible . <eos>",Past
i was very disappointed with the food . <eos>,Past
we waited _num_ minutes for our food and left . <eos>,Past
the rooms were very clean and the room was very clean . <eos>,Past
it was very clean and the service was great . <eos>,Past
the food sucked . <eos>,Past
so he was so i could give me a _num_ minute to the table . <eos>,Past
they were very nice . <eos>,Past
portions were generous and the portions were generous and the portions were very generous . <eos>,Past
so i will never be back again again . <eos>,Past
i had a great time and i will definitely be back . <eos>,Past
the fries were very good too . <eos>,Past
i was wrong wrong . <eos>,Past
i went to this place and i ' m glad i ' ve been here . <eos>,Past
i had the chicken parm was delicious . <eos>,Past
they were very nice and the food was great at all . <eos>,Past
it was just ok . <eos>,Past
the food was great for the price . <eos>,Past
my husband and i enjoyed the food . <eos>,Past
"they were very tasty , and the portions were generous and generous . <eos>",Past
this was the worst experience ever . <eos>,Past
the rooms were very clean and the beds were not very clean either . <eos>,Past
i would have known if i paid $ _num_ for a resort fee . <eos>,Past
this place was a great meal and it was a great experience . <eos>,Past
i was like the food and i ordered a great time . <eos>,Past
"the food was great , the service was great and the atmosphere . <eos>",Past
"i ordered the chicken parm , but it was n't good . <eos>",Past
the only thing i was in the area was a disappointment . <eos>,Past
the lady who helped me was very nice and helpful with us . <eos>,Past
everything was fresh and flavorful . <eos>,Past
it was just good . <eos>,Past
the service was very slow and the service was lacking . <eos>,Past
this was my first visit . <eos>,Past
the lady who answered me was very rude . <eos>,Past
it was very nice and quiet . <eos>,Past
i had a great experience with my new visit . <eos>,Past
i was so disappointed with the food and i ordered the gyro was good . <eos>,Past
"it was a good experience , but the food was very good . <eos>",Past
fries were very bland and tasteless . <eos>,Past
"he was a great job , and i was very pleased with the results . <eos>",Past
_num_ minutes later they were seated right . <eos>,Past
i was n't even that i could n't have the problem . <eos>,Past
this was a great experience . <eos>,Past
i called the manager and said no problem . <eos>,Past
she said she could have a _num_ minutes to get our order . <eos>,Past
the food was great ! <eos>,Past
i thought this place was horrible . <eos>,Past
i was very impressed with the food and the service was very good . <eos>,Past
they did n't even taste like it . <eos>,Past
my wife had the first time here . <eos>,Past
"the food and the service were excellent , and very attentive . <eos>",Past
the chicken was cooked perfectly cooked perfectly . <eos>,Past
went to the first time and they were very disappointed . <eos>,Past
i ordered the nachos and they were cold . <eos>,Past
all the staff were very friendly . <eos>,Past
"the food was great , the service was very slow . <eos>",Past
the ` ` ' ' m gross . <eos>,Past
i had a great time here and i ' ve never had a lot . <eos>,Past
they had a great selection of wine . <eos>,Past
food was very good . <eos>,Past
they were very nice and had a great time at the bar . <eos>,Past
there was no one of the tables i could have the wait . <eos>,Past
food was good . <eos>,Past
it was a great experience and the food was delicious . <eos>,Past
this was a great experience with the staff . <eos>,Past
so i was very disappointed with the service . <eos>,Past
the food was very good and the service was not even busy . <eos>,Past
i highly recommended this company to anyone to anyone . <eos>,Past
but it was a good experience . <eos>,Past
it was just worth it . <eos>,Past
it was a great experience and will definitely return . <eos>,Past
"overall , it was a good experience at this location . <eos>",Past
no one was not the case . <eos>,Past
i really enjoyed the chicken kabob sandwich . <eos>,Past
the fries were cold and tasted like . <eos>,Past
i had a great time and i will definitely be back back again . <eos>,Past
he was a waste of money to get my money back to me . <eos>,Past
they were a great selection of the beers and the food was great . <eos>,Past
food was great ! <eos>,Past
my husband and i called him and he refused to help me . <eos>,Past
they were very nice and helpful . <eos>,Past
this place was a great place to eat at least once the food . <eos>,Past
my husband and i went to the first time i was going back . <eos>,Past
"they were very good , the food was very good too . <eos>",Past
the food was great and we had a great time . <eos>,Past
service was very slow . <eos>,Past
"overall , the service was great . <eos>",Past
the lady who helped me was very nice and helpful . <eos>,Past
my husband and i enjoyed the food here . <eos>,Past
i was shocked by the service and i was not impressed by . <eos>,Past
they were not worth the price . <eos>,Past
"the food and the service was excellent , the atmosphere was very nice . <eos>",Past
