text,label
i recommend this place to anyone who . <eos>,PresPosSingular
"i love this place , i ' ve been going to eat here . <eos>",PresPosSingular
but it is a great place to go for . <eos>,PresPosSingular
this is my favorite ! <eos>,PresPosSingular
the staff here is very friendly . <eos>,PresPosSingular
i am very pleased with the staff and i will continue to go here . <eos>,PresPosSingular
i am very pleased with the service and the staff is always friendly and helpful . <eos>,PresPosSingular
"great food , and i love the food here . <eos>",PresPosSingular
this is a great place to go to get a great haircut . <eos>,PresPosSingular
"love this place , love love this place ! <eos>",PresPosSingular
but the best part is the best . <eos>,PresPosSingular
this is a great place to eat and a great little restaurant . <eos>,PresPosSingular
this is a great place . <eos>,PresPosSingular
i am very pleased with the staff and the staff . <eos>,PresPosSingular
if you ' re looking for a great place to eat lunch lunch . <eos>,PresPosSingular
i love this place and i love this place . <eos>,PresPosSingular
this is a great place to eat lunch . <eos>,PresPosSingular
but the food is always good and the service is great . <eos>,PresPosSingular
the staff here is always friendly and helpful and helpful . <eos>,PresPosSingular
"i love this place , and i love it to be back . <eos>",PresPosSingular
but it ' s a great place . <eos>,PresPosSingular
the food is always fresh and delicious . <eos>,PresPosSingular
if you are looking for a great place to go to watch the area . <eos>,PresPosSingular
it ' s a great place to eat for lunch . <eos>,PresPosSingular
"the food , service is always good and the food is always good . <eos>",PresPosSingular
everything else is so good . <eos>,PresPosSingular
this is the best ! <eos>,PresPosSingular
this is the best in las vegas . <eos>,PresPosSingular
and i recommend this place if you are looking for everyone . <eos>,PresPosSingular
the food is great . <eos>,PresPosSingular
this place is very nice . <eos>,PresPosSingular
thank you for me ! <eos>,PresPosSingular
but the place is always packed and it ' s a fun . <eos>,PresPosSingular
it ' s a hidden gem . <eos>,PresPosSingular
the food is great ! <eos>,PresPosSingular
i love this place and love love this place . <eos>,PresPosSingular
service is always friendly and the food is always good . <eos>,PresPosSingular
the food here is always good . <eos>,PresPosSingular
this is a great place to get a drink . <eos>,PresPosSingular
i highly recommend this place to anyone needs . <eos>,PresPosSingular
it ' s a great deal . <eos>,PresPosSingular
i love the atmosphere and this place . <eos>,PresPosSingular
i will continue to go back and i will continue to go back again . <eos>,PresPosSingular
this is the best place to get a quick bite in town . <eos>,PresPosSingular
but it ' s a great place to get a drink . <eos>,PresPosSingular
this place is great . <eos>,PresPosSingular
the food is always good . <eos>,PresPosSingular
i am very pleased with my family and staff . <eos>,PresPosSingular
the artichoke dip is amazing and the food is amazing ! <eos>,PresPosSingular
this place is a great place to catch up to get a reservation . <eos>,PresPosSingular
this is a great place to go to get a chance . <eos>,PresPosSingular
the best part of the best i have ever had . <eos>,PresPosSingular
this place is a hidden gem of the best . <eos>,PresPosSingular
very friendly staff and the staff is always friendly and helpful . <eos>,PresPosSingular
but it ' s a great place to get a drink . <eos>,PresPosSingular
i highly recommend this place for the quality of food . <eos>,PresPosSingular
the food here is always good and the service is great . <eos>,PresPosSingular
they are very friendly and i ca n't know what i promise . <eos>,PresPosSingular
if you are looking for a great place to go for lunch . <eos>,PresPosSingular
"this is a great place to eat , and it ' s a good experience . <eos>",PresPosSingular
thank you for making your experience ! <eos>,PresPosSingular
the chicken is amazing ! <eos>,PresPosSingular
this is a great place to eat . <eos>,PresPosSingular
they are very friendly and the staff is always friendly and helpful to the morning . <eos>,PresPosSingular
but it ' s a great place to get a great food . <eos>,PresPosSingular
this is a great place to dine out . <eos>,PresPosSingular
they have a great selection of beers and shakes . <eos>,PresPosNeutral
they are very friendly and helpful to answer the questions . <eos>,PresPosNeutral
"the girls who are the sweetest , the staff are friendly and very helpful . <eos>",PresPosNeutral
they are a great selection of beers and they have a great selection . <eos>,PresPosNeutral
i love their sandwiches and the salsa is always fresh and very tasty . <eos>,PresPosNeutral
but the food is delicious and the prices are very reasonable . <eos>,PresPosNeutral
the best part of the prices are very reasonable . <eos>,PresPosNeutral
this is a great place . <eos>,PresPosNeutral
i love the green chile rellenos and the fries are delicious . <eos>,PresPosNeutral
the prices are reasonable for the price . <eos>,PresPosNeutral
"the prices are reasonable , but the food is always good and the service . <eos>",PresPosNeutral
my husband and i love this place and we ' ve been back . <eos>,PresPosNeutral
i have been a few times and the food is always consistently good . <eos>,PresPosNeutral
this is a great place to eat and the kids are happy . <eos>,PresPosNeutral
the people who work here are so nice and helpful . <eos>,PresPosNeutral
i am very pleased with my results . <eos>,PresPosNeutral
the food is always fresh and the prices are reasonable . <eos>,PresPosNeutral
i highly recommend the wynn for friends . <eos>,PresPosNeutral
and they are always very friendly . <eos>,PresPosNeutral
i love the best sandwiches and beans in town . <eos>,PresPosNeutral
i love the chicken and waffles and the fries are so tasty . <eos>,PresPosNeutral
the staff are always friendly and helpful . <eos>,PresPosNeutral
they are a great selection of beers and the food is delicious . <eos>,PresPosNeutral
i really enjoy their prices and the prices are reasonable . <eos>,PresPosNeutral
this place is the best ! <eos>,PresPosNeutral
the prices are reasonable and the service is great . <eos>,PresPosNeutral
they are the best ! <eos>,PresPosNeutral
prices are reasonable and the service is always friendly . <eos>,PresPosNeutral
i ' m sure they have a great deal . <eos>,PresPosNeutral
dr . nelson is awesome ! <eos>,PresPosNeutral
"this is the best mexican food in the valley , hands down down . <eos>",PresPosNeutral
and they have a great selection of beers . <eos>,PresPosNeutral
both are great . <eos>,PresPosNeutral
the prices are reasonable for the price of the amount of the price . <eos>,PresPosNeutral
they are a great job with me . <eos>,PresPosNeutral
i am very impressed with the results of the results . <eos>,PresPosNeutral
the people who work here are very friendly and very helpful . <eos>,PresPosNeutral
the food here is always good and the prices are reasonable . <eos>,PresPosNeutral
this is a great place to eat and have a great . <eos>,PresPosNeutral
dr . schwartz is very friendly and helpful and helpful . <eos>,PresPosNeutral
if you ' re looking for a great experience . <eos>,PresPosNeutral
i have been here twice and they have a great time . <eos>,PresPosNeutral
this place is amazing ! <eos>,PresPosNeutral
the spring rolls are very good . <eos>,PresPosNeutral
this is my favorite place to eat in vegas . <eos>,PresPosNeutral
this is a great place . <eos>,PresPosNeutral
and the staff are always friendly and helpful . <eos>,PresPosNeutral
they have a great selection of art and fun . <eos>,PresPosNeutral
the prices are reasonable and the service is always great too . <eos>,PresPosNeutral
and they have a great selection of beers . <eos>,PresPosNeutral
the food here is always good and the prices are reasonable . <eos>,PresPosNeutral
i love the sandwiches and the fries are so good too . <eos>,PresPosNeutral
staff are friendly and the food is delicious . <eos>,PresPosNeutral
the best part of the best part of the prices are reasonable . <eos>,PresPosNeutral
"the prices are reasonable , but it ' s worth it . <eos>",PresPosNeutral
i love the ` ` ' ' . <eos>,PresPosNeutral
they are a good selection of beers and the food is delicious . <eos>,PresPosNeutral
they are a great selection of beers and the prices are great . <eos>,PresPosNeutral
best donuts i have ever had in my entire life . <eos>,PresPosNeutral
everyone is friendly and they are always friendly and helpful . <eos>,PresPosNeutral
thank you for making your needs ! <eos>,PresPosNeutral
the wings are the best ! <eos>,PresPosNeutral
this place is great for groups . <eos>,PresPosNeutral
they are very friendly and helpful . <eos>,PresPosNeutral
the prices are reasonable for the price of what you pay for . <eos>,PresPosNeutral
and they are very busy and always take it a great experience . <eos>,PresPosNeutral
i love this place for years ! <eos>,PresPosNeutral
the people here are great . <eos>,PresPosNeutral
this is a great place to get a great food and great service . <eos>,PresPosNeutral
they are very friendly and the service is great . <eos>,PresPosNeutral
thank you for being great ! <eos>,PresPosNeutral
the staff and the staff are very friendly . <eos>,PresPosNeutral
love the best part of the best sandwiches i have ever had . <eos>,PresPosNeutral
i love the prices and they are very competitive . <eos>,PresPosNeutral
this is my favorite place to eat . <eos>,PresPosNeutral
this place is so good . <eos>,PresPosNeutral
the best part of the best sandwiches in the valley . <eos>,PresPosNeutral
if you ' re in the area area . <eos>,PresPosNeutral
i love the tacos and the fries are delicious . <eos>,PresPosNeutral
the fried rice is also very good as well . <eos>,PresPosNeutral
both the food is amazing . <eos>,PresPosNeutral
this is a great place to get a few occasions . <eos>,PresPosNeutral
they have a great selection of beers and the prices are great . <eos>,PresPosNeutral
the best part is the best . <eos>,PresPosNeutral
but the best part is the best . <eos>,PresPosNeutral
but the food is always good and reasonably priced . <eos>,PresPosNeutral
i love the prices and salsa . <eos>,PresPosNeutral
the prices are reasonable for the price . <eos>,PresPosNeutral
all the food is always good and the prices are very reasonable . <eos>,PresPosNeutral
the pizza is delicious too . <eos>,PresPosNeutral
this is a great place to eat and the food is very good . <eos>,PresPosNeutral
the food here is great . <eos>,PresPosNeutral
i love the prices and the prices . <eos>,PresPosNeutral
they are a great job . <eos>,PresPosNeutral
they have a great job of things to choose you ' re in the area . <eos>,PresPosNeutral
thank you for making your help help . <eos>,PresPosNeutral
the people who work here are very friendly and the food is delicious . <eos>,PresPosNeutral
thank you ! <eos>,PresPosNeutral
the food is good and the prices are reasonable . <eos>,PresPosNeutral
they are the best and the service is excellent . <eos>,PresPosNeutral
they were able to accommodate us and we were very happy with . <eos>,PastPosPlural
the kids loved the food and they were all delicious . <eos>,PastPosPlural
they did n't have a great job and will definitely be back . <eos>,PastPosPlural
the mashed potatoes were all delicious ! <eos>,PastPosPlural
both were the perfect and the food was delicious and the portions were generous . <eos>,PastPosPlural
we had a great experience with friends friends . <eos>,PastPosPlural
all of the dishes were great and the service were all great . <eos>,PastPosPlural
they were all very nice and the food was delicious and delicious . <eos>,PastPosPlural
the people who worked there were very friendly and made me feel welcome . <eos>,PastPosPlural
the girls were very nice and the food was very good . <eos>,PastPosPlural
both were all great and the service was great . <eos>,PastPosPlural
and the employees were friendly . <eos>,PastPosPlural
had a great time we got . <eos>,PastPosPlural
the wings were delicious and the fries were delicious . <eos>,PastPosPlural
"the mashed potatoes were delicious , and the fries were all the best i ever had . <eos>",PastPosPlural
my friends loved the kids and loved them . <eos>,PastPosPlural
they were able to accommodate the pictures and made me feel comfortable comfortable . <eos>,PastPosPlural
we ' ve always had a great experience with the prices . <eos>,PastPosPlural
they were very friendly and helpful . <eos>,PastPosPlural
the wings were great and the fries were so good and very tasty . <eos>,PastPosPlural
they had a great time here . <eos>,PastPosPlural
"ordered the wings , and they were delicious , and the fries were amazing . <eos>",PastPosPlural
loved the kids and adults . <eos>,PastPosPlural
they were so good ! <eos>,PastPosPlural
they were the best in town . <eos>,PastPosPlural
they were very friendly and helpful . <eos>,PastPosPlural
all of the reviews were very pleased with the results of them . <eos>,PastPosPlural
they were delicious ! <eos>,PastPosPlural
my parents loved the kids and loved them . <eos>,PastPosPlural
they were able to accommodate a lot of fun and fun to accommodate with . <eos>,PastPosPlural
and they were very friendly . <eos>,PastPosPlural
the kids loved the views of course . <eos>,PastPosPlural
some of the best meals i ' ve ever had . <eos>,PastPosPlural
loved the kids and they were all of the best . <eos>,PastPosPlural
all of the reviews were very pleased with the results results . <eos>,PastPosPlural
my friends loved the best of the ` ` ' ' ' ' . <eos>,PastPosPlural
loved the views . <eos>,PastPosPlural
they were all very good . <eos>,PastPosPlural
"both , the service was great and they were very friendly . <eos>",PastPosPlural
we were both pleased with our meals . <eos>,PastPosPlural
we were very happy . <eos>,PastPosPlural
they were all fresh and tasted great . <eos>,PastPosPlural
the kids loved the mozzarella sticks and the fries were all good as well . <eos>,PastPosPlural
they had a great time here . <eos>,PastPosPlural
the kids loved the fries . <eos>,PastPosPlural
we were impressed . <eos>,PastPosPlural
we had a great experience with friends and we were very happy with them . <eos>,PastPosPlural
they were all good and the food was delicious and we ordered appetizers . <eos>,PastPosPlural
all the best part of the best meals we ordered were very tasty . <eos>,PastPosPlural
loved the guys . <eos>,PastPosPlural
we ' ve had a great experience here with friends and friends . <eos>,PastPosPlural
had the best wings and i ' ve ever had . <eos>,PastPosPlural
the rooms were great and the beds were comfy and comfortable to accommodate with . <eos>,PastPosPlural
my friends loved the kids ' s and we were visiting vegas . <eos>,PastPosPlural
so we were able to be back . <eos>,PastPosPlural
my friends were great and we went to celebrate and we were happy . <eos>,PastPosPlural
the sales associate were very nice and helpful . <eos>,PastPosPlural
loved the views . <eos>,PastPosPlural
we loved our meals ! <eos>,PastPosPlural
they had a great selection of wines and drinks were delicious . <eos>,PastPosPlural
the employees were very nice and helpful and the food was great . <eos>,PastPosPlural
these guys were great ! <eos>,PastPosPlural
this was the best of the best meals we had in . <eos>,PastPosPlural
the meatballs were great ! <eos>,PastPosPlural
loved the green chile rellenos were amazing ! <eos>,PastPosPlural
we had a great experience here and we will definitely be back soon . <eos>,PastPosPlural
these guys were great ! <eos>,PastPosPlural
the rooms were clean and the beds were clean and comfortable . <eos>,PastPosPlural
both were delicious and the fries were all delicious and delicious . <eos>,PastPosPlural
both of the dishes were delicious and the portions were excellent . <eos>,PastPosPlural
we had a great experience with friends children . <eos>,PastPosPlural
my friends loved the kids and loved them . <eos>,PastPosPlural
we had a great experience here and we were very happy with . <eos>,PastPosPlural
they were very friendly and helpful and made me feel comfortable and comfortable . <eos>,PastPosPlural
we had a great experience with the kids and loved the food . <eos>,PastPosPlural
they were all very nice . <eos>,PastPosPlural
the people were all very nice . <eos>,PastPosPlural
we had a great experience here and will definitely be back soon . <eos>,PastPosPlural
loved the fries . <eos>,PastPosPlural
had a great time and we were seated . <eos>,PastPosPlural
my friends loved the ` ` ` ' ' ' ' ' ' ' . <eos>,PastPosPlural
the best part of the best meals . <eos>,PastPosPlural
they were very nice and helpful . <eos>,PastPosPlural
they were very nice and the food was very good . <eos>,PastPosPlural
we loved our bagels ! <eos>,PastPosPlural
this was my favorite place to eat and friends . <eos>,PastPosPlural
so we had a great time to go . <eos>,PastPosPlural
had the best burgers and fries fries . <eos>,PastPosPlural
the hush puppies were delicious and the perfect . <eos>,PastPosPlural
all the dishes were all very tasty . <eos>,PastPosPlural
they were very good too . <eos>,PastPosPlural
both were all very nice and the food was very good . <eos>,PastPosPlural
my parents loved the kids . <eos>,PastPosPlural
so far we had a great experience here and will definitely be back . <eos>,PastPosPlural
my parents loved the tacos . <eos>,PastPosPlural
the fries were amazing ! <eos>,PastPosPlural
had a great time and we were . <eos>,PastPosPlural
my favorite got the spaghetti and meatballs . <eos>,PastPosPlural
they were amazing ! <eos>,PastPosPlural
they were very professional and made me feel welcome to me . <eos>,PastPosPlural
the food was good and the service was great and the food was . <eos>,PastPosSingular
everyone was very friendly and i knew how to make it was very busy . <eos>,PastPosSingular
the food was good and the service was excellent . <eos>,PastPosSingular
the lady who answered was very friendly and helpful . <eos>,PastPosSingular
the food came out quickly and the service was top notch . <eos>,PastPosSingular
and the food was great and reasonably priced . <eos>,PastPosSingular
i was very impressed with the service and service . <eos>,PastPosSingular
i thought the food was good and the service was great . <eos>,PastPosSingular
i ' m so happy with this . <eos>,PastPosSingular
the food came out quickly quickly and tasted great . <eos>,PastPosSingular
"great service , and the food was great . <eos>",PastPosSingular
"service was great , and the food was great and the service was great . <eos>",PastPosSingular
it was a great experience with me . <eos>,PastPosSingular
i had a great experience with the food and the service . <eos>,PastPosSingular
food was excellent and the service was excellent . <eos>,PastPosSingular
i ' ve had a great experience here and the food was excellent . <eos>,PastPosSingular
it was a great experience to go to the restaurant in the area area . <eos>,PastPosSingular
the lady who helped me a friend and loved it . <eos>,PastPosSingular
it was great ! <eos>,PastPosSingular
she said i would be back and i will be back soon soon . <eos>,PastPosSingular
it was a great experience with a great experience with a great experience . <eos>,PastPosSingular
i had a great experience here and the food was great . <eos>,PastPosSingular
the food and service was excellent and the food was excellent . <eos>,PastPosSingular
everyone who helped us was very friendly and very helpful . <eos>,PastPosSingular
i was very impressed with the staff and she was friendly . <eos>,PastPosSingular
my husband ordered the chicken and it was delicious ! <eos>,PastPosSingular
i was very impressed with the service . <eos>,PastPosSingular
loved the best part of the best . <eos>,PastPosSingular
it was a great experience with a great experience and i will be returning . <eos>,PastPosSingular
ordered the shrimp cocktail and the shrimp was delicious and delicious . <eos>,PastPosSingular
i ordered the filet mignon mignon and it was so juicy and tender . <eos>,PastPosSingular
the food and service was great and very good . <eos>,PastPosSingular
i really liked the staff . <eos>,PastPosSingular
i had a great experience with the food and the service was great as well . <eos>,PastPosSingular
it was a great experience . <eos>,PastPosSingular
it was a great experience with a smile and very professional . <eos>,PastPosSingular
it was a great experience with friends . <eos>,PastPosSingular
the food and service was great . <eos>,PastPosSingular
the service and the food was very good . <eos>,PastPosSingular
had a great experience here and will definitely be back again . <eos>,PastPosSingular
she was very nice and made me feel comfortable to me . <eos>,PastPosSingular
this was a great experience with a great experience and the food was great . <eos>,PastPosSingular
i loved it . <eos>,PastPosSingular
my wife ordered the filet mignon and it . <eos>,PastPosSingular
the food was great and the service was excellent . <eos>,PastPosSingular
all the food was great and the service was great . <eos>,PastPosSingular
i had a great experience here with this place . <eos>,PastPosSingular
it was a great experience with the food and service was excellent . <eos>,PastPosSingular
best thai i ' ve ever had . <eos>,PastPosSingular
it was a good flavor of the best burger i ' ve ever had . <eos>,PastPosSingular
"food was good , but the food was great . <eos>",PastPosSingular
best friend i ' ve had . <eos>,PastPosSingular
it was a great experience with a great experience experience with my friends . <eos>,PastPosSingular
food was great and service was great . <eos>,PastPosSingular
i had a great experience here and will continue back again soon . <eos>,PastPosSingular
the food and service were very good . <eos>,PastPosSingular
i was pleasantly surprised . <eos>,PastPosSingular
the food came out quickly and made me feel welcome . <eos>,PastPosSingular
i ' ve had a great experience at this location . <eos>,PastPosSingular
loved the atmosphere . <eos>,PastPosSingular
and the staff was very friendly . <eos>,PastPosSingular
loved the best ! <eos>,PastPosSingular
i did n't know how to do it . <eos>,PastPosSingular
great service and the food was great . <eos>,PastPosSingular
my husband was a great experience here and i will be returning soon . <eos>,PastPosSingular
food was delicious and the service was excellent . <eos>,PastPosSingular
the food was delicious and the service was excellent . <eos>,PastPosSingular
she was very nice and made me feel comfortable comfortable . <eos>,PastPosSingular
the lady who helped me a great job with my dress . <eos>,PastPosSingular
my husband had the chicken parm and it was delicious ! <eos>,PastPosSingular
the food came out quickly and the service was great . <eos>,PastPosSingular
i was very pleased with my experience and i will be returning . <eos>,PastPosSingular
the food and service was great and very good . <eos>,PastPosSingular
food was delicious and the service was great . <eos>,PastPosSingular
the food was great and the service was definitely worth it . <eos>,PastPosSingular
i ordered the chicken and salad was delicious . <eos>,PastPosSingular
service was great and i will be back again soon soon soon . <eos>,PastPosSingular
i ' m so glad i found this place to yelp . <eos>,PastPosSingular
loved the chicken parm ! <eos>,PastPosSingular
the food was delicious and the service was very good . <eos>,PastPosSingular
my wife and i went here for lunch and loved the atmosphere . <eos>,PastPosSingular
it was a great experience with a great experience and the food was great . <eos>,PastPosSingular
the food was great and the service was great and very attentive . <eos>,PastPosSingular
and she was very nice and made me feel comfortable and comfortable . <eos>,PastPosSingular
she did an amazing job and will be back to my car needs . <eos>,PastPosSingular
the food was delicious ! <eos>,PastPosSingular
this was a great experience with a great experience . <eos>,PastPosSingular
food was great and very tasty . <eos>,PastPosSingular
food and service was great . <eos>,PastPosSingular
the food was delicious and the service was excellent . <eos>,PastPosSingular
"but the food was good , but the service was pretty good . <eos>",PastPosSingular
my friend and i went to the office and he was very nice . <eos>,PastPosSingular
the food came out of the best i ' ve ever had . <eos>,PastPosSingular
came here for a birthday birthday dinner and loved it . <eos>,PastPosSingular
loved the place ! <eos>,PastPosSingular
service was fast and the food was very good and reasonably priced . <eos>,PastPosSingular
the food came out quickly and the service was great . <eos>,PastPosSingular
the staff was very friendly and helpful . <eos>,PastPosSingular
the lady who helped us was very nice . <eos>,PastPosSingular
i had a great experience here and will definitely be returning . <eos>,PastPosSingular
this was a great place to go to the kids and adults alike people . <eos>,PastPosNeutral
the prime rib was delicious and very tasty . <eos>,PastPosNeutral
steve was great ! <eos>,PastPosNeutral
this was a great experience with friends . <eos>,PastPosNeutral
we ordered the fish tacos and the guacamole was very tasty as well . <eos>,PastPosNeutral
the food and the prices were very good as well . <eos>,PastPosNeutral
my friends loved the fish tacos and enchiladas . <eos>,PastPosNeutral
we were seated promptly and our server was very friendly and attentive and attentive . <eos>,PastPosNeutral
food was delicious and the portions were generous . <eos>,PastPosNeutral
both were great ! <eos>,PastPosNeutral
"if you ' ve had a great experience here , we will definitely recommend . <eos>",PastPosNeutral
the service was great . <eos>,PastPosNeutral
the spring rolls were very tasty . <eos>,PastPosNeutral
had a great time here and we will be back . <eos>,PastPosNeutral
the kids loved the atmosphere and the food was delicious . <eos>,PastPosNeutral
the service was great . <eos>,PastPosNeutral
and the food was delicious and reasonably priced . <eos>,PastPosNeutral
we had a great experience with a great experience . <eos>,PastPosNeutral
the kids loved the food and drinks . <eos>,PastPosNeutral
they were able to accommodate a lot of fun and we will definitely be returning . <eos>,PastPosNeutral
"the food , and the prices were very reasonable as well . <eos>",PastPosNeutral
they were able to get a good job and the food was very good . <eos>,PastPosNeutral
the food came out of the people who were very friendly and very helpful . <eos>,PastPosNeutral
we had a great experience here . <eos>,PastPosNeutral
my friends loved the ribeye and they were delicious ! <eos>,PastPosNeutral
